time_internal,E_eV,x1,y1,z1,x2,y2,z2
3.364,-0.8900756702429902,0.04997742177788279,0.1035776268406781,0.0,1.1500225782221152,-0.1035776268406781,0.0
3.366,-0.8900758502846947,0.05063671462514913,0.10351892381685451,0.0,1.1493632853748488,-0.10351892381685451,0.0
3.368,-0.8900760194726789,0.05129497767133862,0.10346041484294664,0.0,1.1487050223286592,-0.10346041484294664,0.0
3.37,-0.890076176604844,0.051951886356161735,0.10340216123901555,0.0,1.148048113643836,-0.10340216123901555,0.0
3.372,-0.8900763204447969,0.05260710888692696,0.10334422576768892,0.0,1.1473928911130709,-0.10334422576768892,0.0
3.374,-0.8900764497268437,0.05326030630165907,0.10328667262512822,0.0,1.1467396936983387,-0.10328667262512822,0.0
3.376,-0.8900765631617765,0.05391113255183745,0.10322956742827152,0.0,1.1460888674481604,-0.10322956742827152,0.0
3.378,-0.8900766594434901,0.054559234605923004,0.10317297719811899,0.0,1.1454407653940748,-0.10317297719811899,0.0
3.38,-0.8900767372564526,0.05520425257484358,0.1031169703388265,0.0,1.1447957474251542,-0.1031169703388265,0.0
3.382,-0.8900767952840601,0.055845819860601935,0.10306161661237317,0.0,1.144154180139396,-0.10306161661237317,0.0
3.384,-0.890076832217874,0.05648356332915632,0.10300698710857044,0.0,1.1435164366708417,-0.10300698710857044,0.0
3.386,-0.8900768467677541,0.05711710350870041,0.10295315421018326,0.0,1.1428828964912976,-0.10295315421018326,0.0
3.388,-0.8900768376728707,0.0577460548144366,0.1029001915529399,0.0,1.1422539451855613,-0.1029001915529399,0.0
3.39,-0.8900768037135723,0.05837002580089307,0.10284817398021354,0.0,1.141629974199105,-0.10284817398021354,0.0
3.392,-0.8900767437240658,0.05898861944278035,0.10279717749216888,0.0,1.1410113805572177,-0.10279717749216888,0.0
3.394,-0.8900766566058561,0.05960143344531603,0.10274727918917839,0.0,1.140398566554682,-0.10274727918917839,0.0
3.396,-0.8900765413418673,0.06020806058486691,0.10269855720932743,0.0,1.1397919394151312,-0.10269855720932743,0.0
3.398,-0.8900763970111496,0.06080808908066475,0.10265109065984415,0.0,1.1391919109193334,-0.10265109065984415,0.0
3.4,-0.8900762228040593,0.06140110299824497,0.10260495954231001,0.0,1.138598897001753,-0.10260495954231001,0.0
3.402,-0.8900760180377693,0.061986682685136796,0.1025602446715288,0.0,1.1380133173148612,-0.1025602446715288,0.0
3.404,-0.8900757821719616,0.06256440523919726,0.1025170275879578,0.0,1.1374355947608008,-0.1025170275879578,0.0
3.406,-0.8900755148245084,0.06313384500983159,0.10247539046363269,0.0,1.1368661549901664,-0.10247539046363269,0.0
3.408,-0.8900752157869567,0.06369457413217673,0.10243541600154904,0.0,1.1363054258678214,-0.10243541600154904,0.0
3.41,-0.8900748850395798,0.06424616309414578,0.1023971873284977,0.0,1.1357538369058522,-0.1023971873284977,0.0
3.412,-0.890074522765769,0.06478818133603662,0.10236078788138785,0.0,1.1352118186639613,-0.10236078788138785,0.0
3.414,-0.8900741293655077,0.0653201978822008,0.10232630128713181,0.0,1.134679802117797,-0.10232630128713181,0.0
3.416,-0.8900737054676526,0.06584178200404892,0.10229381123620786,0.0,1.1341582179959488,-0.10229381123620786,0.0
3.418,-0.8900732519407575,0.0663525039134362,0.10226340135006214,0.0,1.1336474960865617,-0.10226340135006214,0.0
3.42,-0.8900727699021493,0.0668519354852304,0.10223515504255798,0.0,1.1331480645147676,-0.10223515504255798,0.0
3.422,-0.8900722607249748,0.06733965100761308,0.10220915537572983,0.0,1.132660348992385,-0.10220915537572983,0.0
3.424,-0.8900717260429458,0.06781522795840739,0.10218548491014946,0.0,1.1321847720415907,-0.10218548491014946,0.0
3.426,-0.8900711677525209,0.06827824780546324,0.10216422555026394,0.0,1.1317217521945349,-0.10216422555026394,0.0
3.428,-0.8900705880122632,0.06872829682886569,0.10214545838511717,0.0,1.1312717031711323,-0.10214545838511717,0.0
3.43,-0.8900699892391741,0.06916496696246793,0.1021292635249194,0.0,1.13083503303753,-0.1021292635249194,0.0
3.432,-0.8900693741018001,0.06958785665198874,0.10211571993398136,0.0,1.1304121433480092,-0.10211571993398136,0.0
3.434,-0.8900687455099717,0.06999657172665891,0.10210490526058115,0.0,1.130003428273339,-0.10210490526058115,0.0
3.436,-0.8900681066010621,0.0703907262811553,0.10209689566438154,0.0,1.1296092737188428,-0.10209689566438154,0.0
3.438,-0.8900674607227346,0.07076994356432813,0.10209176564206311,0.0,1.1292300564356699,-0.10209176564206311,0.0
3.44,-0.890066811412161,0.07113385687100963,0.10208958785188332,0.0,1.1288661431289884,-0.10208958785188332,0.0
3.442,-0.8900661623718078,0.07148211043299517,0.10209043293791266,0.0,1.128517889567003,-0.10209043293791266,0.0
3.444,-0.8900655174419063,0.07181436030511296,0.102094369354736,0.0,1.128185639694885,-0.102094369354736,0.0
3.446,-0.8900648805698279,0.07213027524215081,0.10210146319343927,0.0,1.1278697247578473,-0.10210146319343927,0.0
3.448,-0.8900642557766294,0.07242953756228909,0.10211177800972791,0.0,1.127570462437709,-0.10211177800972791,0.0
3.45,-0.8900636471211215,0.07271184399260319,0.10212537465504408,0.0,1.1272881560073948,-0.10212537465504408,0.0
