x_bohr,V_Hartree,psi_0,psi_1,psi_2,psi_3
-2.648379052369077,0.9083663162918415,0.3027042264664311,-0.3372456560083119,-0.3645846350486109,0.4938587112116496
-2.618453865336658,0.8158453374036081,0.3171895242654441,-0.3530331969331143,-0.37515855849359675,0.501830314280392
-2.588528678304239,0.7292596110469036,0.3316933039242043,-0.368798338123548,-0.38499933883783155,0.5082434525332868
-2.5586034912718203,0.6484416899838515,0.3461649722254771,-0.3844828868016444,-0.3940280401044462,0.5129993922242643
-2.5286783042394014,0.5732260516574682,0.36055302160725416,-0.40002776248408406,-0.40216858343539735,0.5160083705109793
-2.498753117206982,0.5034490981916657,0.3748054050756472,-0.415373428871844,-0.4093484420256761,0.5171906272416218
-2.4688279301745633,0.4389491563912534,0.38886991935404114,-0.4304603335870187,-0.41549930745711716,0.5164773423109597
-2.4389027431421444,0.3795664777419333,0.4026945918186056,-0.4452293506165725,-0.42055771895879906,0.5138114656896082
-2.4089775561097255,0.3251432384103031,0.41622806674194035,-0.45962222031112626,-0.4244656476789067,0.5091484288526554
-2.3790523690773067,0.2755235392438557,0.42941998641000007,-0.4735819818576412,-0.4271710287385182,0.5024567281390759
-2.3491271820448874,0.23055340577097938,0.4422213627904234,-0.48705339329529196,-0.4286282346361791,0.49371837252449574
-2.3192019950124685,0.19008078820095806,0.45458493560956764,-0.49998333436961995,-0.42879848446642765,0.48292919034688064
-2.2892768079800496,0.15395556142397016,0.46646551293623784,-0.5123211878155195,-0.4276501843870947,0.4700989916464859
-2.2593516209476308,0.12202952501108891,0.47782029066652687,-0.5240191950177711,-0.42515919579954653,0.4552515849262333
-2.229426433915212,0.09415640321428331,0.48860914764963764,-0.5350327824107093,-0.42130902877273807,0.4384246492656208
-2.1995012468827926,0.07019184496641703,0.49879491358156985,-0.5453208554373824,-0.41609095932556095,0.41966946479083417
-2.1695760598503737,0.04999342388124983,0.5083436072141113,-0.5548460573837861,-0.40950407026229696,0.39905050647885176
-2.139650872817955,0.033420638253435594,0.5172246428722709,-0.5635749909256593,-0.4015552163136385,0.37664490812014234
